ID,ID_SENTENCE,ORI_SENTENCE,PAPER,JOURNAL,MOVE,STEP,CLASSIFIED_BY,LABEL
290,21,"raw diffs are inadequate: they are too long, and too confusing.",10.1145-1858996.1859005,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA_PRODIGY,M2-S05
291,22,"To make change descriptions clearer and more concise, we propose a semantically-rich summarization algorithm that describes the effects of a change on program behavior, rather than simply showing what text changed.",10.1145-1858996.1859005,ase,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA_PRODIGY,M3-S07
295,26,"Additionally, as a key component, we introduce a set of iterative transformations for brevity and readability.",10.1145-1858996.1859005,ase,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
305,36,"An algorithm (DeltaDoc) for describing changes and the conditions under which they occur, coupled with a set of transformation heuristics for change summarization.",10.1145-1858996.1859005,ase,Occupying the niche,Describing the research design and the methods used,LETRA_PRODIGY,M3-S09
306,37,"Taken together, these techniques automatically generate human-readable descriptions of code changes.",10.1145-1858996.1859005,ase,Occupying the niche,Describing the research design and the methods used,LETRA_PRODIGY,M3-S09
308,39,A novel process for objectively quantifying and comparing the information content of program documentation.,10.1145-1858996.1859005,ase,Occupying the niche,Explaining the significance or give reasons for personal interest in the current study,LETRA_PRODIGY,M3-S10
310,41,"A prototype implementation of the algorithm, and a comparison of its output to 250 human-written messages from five projects.",10.1145-1858996.1859005,ase,Occupying the niche,Describing the research design and the methods used,LETRA_PRODIGY,M3-S09
311,42,"Our experiments, backed by a human study, suggest DeltaDoc could replace over 89% of human-generated What log messages.",10.1145-1858996.1859005,ase,Occupying the niche,Explaining the significance or give reasons for personal interest in the current study,LETRA_PRODIGY,M3-S10
312,43,We begin with an example highlighting our approach.,10.1145-1858996.1859005,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA_PRODIGY,M3-S12
355,0,Natural language (NL) is still prevalent in the vast majority of requirements documents,10.1145-1858996.1859007,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_PRODIGY,M1-S02
356,1,[3]. One important reason for this is that NL can help various stakeholders articulate and communicate requirements during the entire life cycle of the software development.,10.1145-1858996.1859007,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_PRODIGY,M1-S02
357,2,"However, NL requirements also suffer from typical NL problems such as ambiguity.",10.1145-1858996.1859007,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA_PRODIGY,M2-S05
358,3,Ambiguity occurs when a single linguistic expression can be interpreted differently by different readers.,10.1145-1858996.1859007,ase,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA_PRODIGY,M1-S03
359,4,Ambiguous expressions in requirements can be potentially dangerous when they result in poor requirements quality,10.1145-1858996.1859007,ase,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA_PRODIGY,M1-S03
360,5,"[4]. Our research is motivated by the need to reduce the costs of misunderstandings that can occur during requirements engineering, when these misunderstandings are due to ambiguities in the NL requirements.",10.1145-1858996.1859007,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA_PRODIGY,M2-S05
361,6,"Our practical goal is to provide a tool to assist writers of requirements documents by alerting them to potentially harmful ambiguities, called nocuous ambiguities",10.1145-1858996.1859007,ase,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA_PRODIGY,M3-S07
363,8,"Unlike innocuous ambiguities, which tend to be interpreted in the same way by all readers, nocuous ambiguities give rise to different interpretations by different readers, thus contributing to misunderstandings between stakeholders.",10.1145-1858996.1859007,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA_PRODIGY,M2-S05
364,9,"Such a tool needs to highlight those linguistic expressions in requirements that are recognized as nocuous ambiguities, and allow the writers to return to elicitation, or rephrase for the purpose of improving requirements quality, and facilitating effective communication of these requirements among different stakeholders.",10.1145-1858996.1859007,ase,Occupying the niche,Explaining the significance or give reasons for personal interest in the current study,LETRA_PRODIGY,M3-S10
365,10,"In earlier work [25], we proposed a general methodology for automatic identification of nocuous ambiguity, which we use to guide our research on two types of ambiguity, coordination ambiguity [6, 22] and anaphora ambiguity",10.1145-1858996.1859007,ase,Establishing the territory,Referring to previous work to establish what is already known,LETRA_PRODIGY,M1-S04
367,12,"In contrast to other work, which is intended to resolve ambiguity [5, 18], our research concerns identification of those ambiguities that are likely to lead to misunderstandings between different readers, while discounting those which tend to be interpreted in the same way by different readers despite their surface features.",10.1145-1858996.1859007,ase,Occupying the niche,Explaining the significance or give reasons for personal interest in the current study,LETRA_PRODIGY,M3-S10
368,13,"As such, we consider ambiguity as a property of the relationship between a text and a group of interpreters, rather than a property of a text or expression per se.",10.1145-1858996.1859007,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA_PRODIGY,M3-S08
369,14,We also add the categorization of nocuous and innocuous ambiguity depending on the likely distribution of interpretations held by a group of readers of that text.,10.1145-1858996.1859007,ase,Occupying the niche,Describing the research design and the methods used,LETRA_PRODIGY,M3-S09
393,38,"In Section 2, we introduce the ambiguity problem in requirements documents.",10.1145-1858996.1859007,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
394,39,Section 3 provides the detailed description of individual functional modules in the framework of the NAI tool used for coordination ambiguity.,10.1145-1858996.1859007,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
396,41,Experimental setup and results are reported in Section 5.,10.1145-1858996.1859007,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
397,42,"Section 6 discusses related work, and conclusions and future work are presented in Section 7.",10.1145-1858996.1859007,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
438,0,"Variability models represent the common and variable characteristics, or features, of products in a product line.",10.1145-1858996.1859010,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
439,1,Product line developers use them to manage the addition and evolution of features and their dependencies.,10.1145-1858996.1859010,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
440,2,Product line users derive concrete products from variability models.,10.1145-1858996.1859010,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
447,9,9]. Practical significance of variability modeling is reflected in the rise of industrial tools such as pure::variants by Pure Systems GmbH and Gears by,10.1145-1858996.1859010,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA_V,M1-S02
554,29,Section 2 presents a motivating example.,10.1145-1858996.1859011,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
555,30,"Section 3 provides a high-level overview of RESIST, while Section 4 presents our failure model.",10.1145-1858996.1859011,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
556,31,"Sections 5 and 6 present the component-level and system-level reliability models, respectively.",10.1145-1858996.1859011,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
557,32,Section 7 details the configuration selection process.,10.1145-1858996.1859011,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
558,33,A prototype of RESIST and evaluation of the approach are presented in Sections 8 and 9.,10.1145-1858996.1859011,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
566,6,"A training set, also called a sample set, plays a key role in learning weights for different impact factors [18, 25, 32, 20,",10.1145-1858996.1859013,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA_V,M1-S01
570,10,"A manual approach usually achieves high effectiveness but suffers from low efficiency (i.e., high cost)",10.1145-1858996.1859013,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA_V,M1-S01
588,28,"Those project-specific-bugrelated lines need to be eliminated when being used to evaluate static analysis warnings; otherwise, effectiveness would be greatly compromised, as shown in our evaluation (Section 5).",10.1145-1858996.1859013,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
605,45,"In the rest of this paper, Section 2 presents background on software repositories, static analysis tools, and machine learning workbench.",10.1145-1858996.1859013,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
606,46,Section 3 presents an overview of our automatic approach of building a training set.,10.1145-1858996.1859013,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
607,47,Section 4 describes the details of our training-set construction.,10.1145-1858996.1859013,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
608,48,Section 5 describes our evaluation results.,10.1145-1858996.1859013,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
609,49,Section 6 discusses related work and Section 7 concludes.,10.1145-1858996.1859013,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
658,48,Section 2 presents the program analysis used to collect information about constant usage.,10.1145-1858996.1859014,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
659,49,Section 3 presents some aspects of the implementation of this analysis that are needed to address specific issues occurring in Linux code.,10.1145-1858996.1859014,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
660,50,"Section 4 presents the data mining techniques used first to group the constants into clusters, representing types, and then to identify probable bugs in constant usage.",10.1145-1858996.1859014,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
697,32,Section 2 is dedicated to the problem statement.,10.1145-1858996.1859015,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
698,33,"In Section 3, we describe the principles of the Artificial Immune System that inspires our approach and the adaptations of these principles to the detection of design defects.",10.1145-1858996.1859015,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
699,34,Section 4 presents and discusses the validation results.,10.1145-1858996.1859015,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
700,35,A summary of the related work in defect detection is given in Section 5.,10.1145-1858996.1859015,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
701,36,We conclude and suggest future research directions in Section 6.,10.1145-1858996.1859015,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
713,11,We use the term seamless integration to indicate such a type of integration.,10.1145-1858996.1859017,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
745,25,Section 2 describes the tacticbased architecture development and tool support.,10.1145-1858996.1859018,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
746,26,Section 3 presents a case study using the tool and its results are validated in Section 4.,10.1145-1858996.1859018,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
747,27,Section 5 concludes the paper.,10.1145-1858996.1859018,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
825,19,We hypothesize that this is the key to reducing the number of configurations to test.,10.1145-1858996.1859021,ase,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
884,20,Section 3 presents our reverse engineering approach.,10.1145-1858996.1859023,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
885,21,"Section 4 presents the related work, and Section 5 concludes.",10.1145-1858996.1859023,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
919,33,Section 2 presents the proposed approach and Section 3 sheds light on the related literature.,10.1145-1858996.1859024,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
920,34,"Finally, Section 4 summarizes the results obtained in a preliminary evaluation and concludes the paper.",10.1145-1858996.1859024,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
991,9,Research in this area has provided insights and technology that help designers to make good architectural choices.,10.1145-1858996.1859026,ase,Establishing the territory,Referring to previous work to establish what is already known,LETRA,M1-S04
1001,19,Section 2 presents our approach in theory.,10.1145-1858996.1859026,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1002,20,Section 3 shows that the proposed theory can be automated.,10.1145-1858996.1859026,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1003,21,"Section 4 hypothesizes that our automated approach produces results that are consistent with previously informal results, and presents experimental data in support of this claim.",10.1145-1858996.1859026,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1013,8,"The following 4 key objectives define the value that we hope to generate from RARGen, and also set as our evaluation criteria in Section 5.",10.1145-1858996.1859027,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1030,25,Section 4 presents a feasibility evaluation using 20 publicly accessible USC-CSSE real-client e-service projects.,10.1145-1858996.1859027,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1035,3,"Due to the ambiguity of the term code clone, our main idea is to put the user in control.",10.1145-1858996.1859029,ase,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
1093,7,"First, Section 2 generally describes what is Model Driven Reverse Engineering (MDRE) in MoDisco:",10.1145-1858996.1859032,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1095,9,"Then, Section 3 presents the MoDisco project as a concrete implementation.",10.1145-1858996.1859032,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1096,10,"Finally, Section 4 concludes the paper.",10.1145-1858996.1859032,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1184,29,Section 2 introduces a running example and a more detailed overview of the slicing procedure.,10.1145-1858996.1859038,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1185,30,Section 3 focuses on the analysis of OCL constraints while Section 4 explores the structural analysis of the class diagram.,10.1145-1858996.1859038,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1186,31,Section 5 describes experimental results measuring how slicing reduces verification time.,10.1145-1858996.1859038,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1187,32,Section 6 shows a larger real world case study where the benefits of slicing are illustrated.,10.1145-1858996.1859038,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1188,33,"In Section 7, related work is presented.",10.1145-1858996.1859038,ase,Occupying the niche,"Outlining the structure of a chapter, paper, thesis or dissertation",LETRA,M3-S12
1243,0,Security is a key issue in modern software-intensive systems driving the every-day life of billions of people all around the world.,10.1145-1858996.1859040,ase,Establishing the territory,Establishing the importance of the topic as a problem to be addressed,LETRA,M1-S03
1364,53,"To the best of our knowledge, none of the existing statistical methods are able to provide such a finite bound for verifying unbounded until property.",10.1145-1858996.1859043,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
1811,0,"In the process of software development, formal verification plays an increasingly important role in improving the quality and safety of products and processes [3, 4, 7, 13, 21].",10.1145-1858996.1859060,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
1842,8,"To the best of our knowledge, this is the first exploration in the effort estimation community of the effects of relevancy filtering when applied to cross and within project data.",10.1145-1858996.1859061,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
1895,0,Software product line engineering (SPLE) is an increasingly popular software engineering paradigm institutionalising reuse across the software lifecycle.,10.1145-1858996.1859064,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
2676,0,Modern software systems are increasingly expected to satisfy high reliability and availability requirements.,10.1145-1858996.1859092,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
2854,0,Software testing is a key component of the validation and verification (V&V) phase of software development.,10.1145-1858996.1859100,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
2908,7,"As a result, operational objectives (the so-called non-functional properties of the system) are becoming increasingly important and uppermost in the minds of software engineers.",10.1145-2351676.2351678,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
3061,13,The key research question for this paper is as follows:,10.1145-2351676.2351682,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
3161,22,"Our study tries to fill this research gap by answering the following research question, and we use the term “bug” and “defect” interchangeably both of which refer to errors or flaws in a software: To what extent could state-of-the-art static bug finding tools detect field defects?",10.1145-2351676.2351685,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
3201,8,This information may be unreliable or incomplete.,10.1145-2351676.2351686,ase,Occupying the niche,Describing the limitations of the current study,LETRA-SVM,M3-S11
3334,13,We use the term Source to refer to an origin of private information and Sink to refer to a point where information may leak from an app.,10.1145-2351676.2351689,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
3726,20,we use the term “inconsistent changes” for intentional inconsistent changes.,10.1145-2351676.2351701,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
3727,21,"In reality, there may exist unintentional inconsistent changes that lead to bugs, but studies [8] show that such cases are not common.",10.1145-2351676.2351701,ase,Establishing the territory,Referring to previous work to establish what is already known,LETRA-SVM,M1-S04
3933,27,Our contributions in this paper include: 1),10.1145-2351676.2351706,ase,Occupying the niche,Explaining the significance or give reasons for personal interest in the current study,LETRA-SVM,M3-S10
4097,6,"In recent years, considerable advances have been made in modeling environments and tools.",10.1145-2351676.2351714,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
4199,14,"Often the case, it is assumed that there exist certain strategies to share data multiple times, but no study has examined the implications of data sharing across program versions.",10.1145-2351676.2351718,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
4235,20,"In addition to cost effectiveness, safety is an important aspect in regression-test selection.",10.1145-2351676.2351719,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
4239,24,"To the best of our knowledge, our paper is the first one for test selection in the context of policy evolution.",10.1145-2351676.2351719,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
4319,6,"To the best of our knowledge, researchers have not yet studied the potential benefits of using SVM to detect anti-patterns.",10.1145-2351676.2351723,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
4366,31,Our research aims to detect such embedded code smells within server-side code and to enable the study of their impacts on software maintenance and software quality.,10.1145-2351676.2351724,ase,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
4559,0,"Given the ever shorter duration of development - release cycles, software quality assurance increasingly relies on automated techniques.",10.1145-2351676.2351734,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
4596,0,"Online service systems such as online banking, e-commerce, and email services have been increasingly popular and important nowadays, with an increasing demand on the availability of services provided by these systems.",10.1145-2351676.2351735,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
5135,10,"7]. From there, the main research question of this work has raised:",10.1145-2351676.2351759,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
5267,79,"From the perspective of the verification developer, our approach enables modular, domainspecific verification in which new constructs for modeling 1In this paper, the term model always refers to the SUV expressed with application domain abstractions.",10.1145-2642937.2642938,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
5271,83,"This work builds on our previous research on using language engineering techniques for improving the usability of C-level verification [33, 32].",10.1145-2642937.2642938,ase,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
5388,11,"In recent years, a set of promising research results around automated software engineering tools have been produced by the research community and demonstrated to be useful on various real-world open source projects.",10.1145-2642937.2642941,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
5420,14,[12]. 2We will use the terms deviation and incompability interchangeably.,10.1145-2642937.2642942,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
5705,28,Another hybrid technique combines runtime coverage with text analysis [9] but it remains unclear how it performs with more precise dynamic data.,10.1145-2642937.2642950,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA,M2-S05
5757,38,"To the best of our knowledge, symcretic execution is the first algorithm to use concrete execution to mitigate undecidable or infeasible constraints, external method calls, and data-dependent loops in symbolic backward execution.",10.1145-2642937.2642951,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
5761,0,Abstraction has been an important issue in software engineering [5].,10.1145-2642937.2642952,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
5974,0,"In recent years, Agile software development (ASD) is starting to be used not only by small development teams, but also large software companies [2].",10.1145-2642937.2642959,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
6005,31,"To the best of our knowledge, this study is the first large scale study of task allocation behaviors exhibited by novice ASD teams.",10.1145-2642937.2642959,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
6178,20,"Despite the number of proposals, there is no empirical evidence about their applicability to real-world environments.",10.1145-2642937.2642964,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA,M2-S05
6267,24,Voice input has indeed advanced gradually in recent years.,10.1145-2642937.2642967,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA,M1-S02
6367,28,We attempt to answer the following research questions.,10.1145-2642937.2642969,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
6368,29,(1) How can we automate the process of extract useful information from use case documents as much as possible?,10.1145-2642937.2642969,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA-SVM,M3-S08
6513,43,"To the best of our knowledge, this is the first attempt to compile all possible scenarios that cover OV and AV bugs.",10.1145-2642937.2642972,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
6930,0,Web applications are growing fast in popularity.,10.1145-2642937.2642981,ase,Establishing the territory,Establishing the importance of the topic for the world or society,LETRA-SVM,M1-S02
6952,22,"To the best of our knowledge, DOM-based code completion support for JavaScript has not been addressed in the literature yet, which is the focus of our work.",10.1145-2642937.2642981,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
7075,12,"Research in this area often focuses on the algorithmic challenge posed by sophisticated comparison metrics, which are supposed to compute a reasonable set of corresponding model elements.",10.1145-2642937.2642984,ase,Establishing the territory,Referring to previous work to establish what is already known,LETRA,M1-S04
7182,18,"To the best of our knowledge, there is no research tool in the literature that would do this automatically.",10.1145-2642937.2642986,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
7376,30,We address this objective via a qualitative in-depth analysis and documentation of 42 cases of such bugs.,10.1145-2642937.2642990,ase,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
7441,31,"To the best of our knowledge, this work is the first to propose an approach for extending a web application test suite by leveraging existing test cases.",10.1145-2642937.2642991,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
7488,8,"In recent years, automated tools have been developed to help developer reproduce field crashes.",10.1145-2642937.2642993,ase,Establishing the territory,Establishing the importance of the topic for the discipline,LETRA,M1-S01
7550,24,"Our approach aims to infer polynomial metamorphic relations in particular forms, which can be represented as a series of parameters.",10.1145-2642937.2642994,ase,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
7719,38,"To investigate the impact of the above mentioned possible biases, in this study, we analyse the following research questions: RQ1:",10.1145-2642937.2642997,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
7891,56,"However, to the best of our knowledge, none of existing work [4, 7, 17, 21, 28, 29, 40] has explicitly modeled and considered such uncertainty in verifying self-adaptive applications.",10.1145-2642937.2642999,ase,Establishing a niche,"Identifying and highlighting inadequacies, weaknesses, controversies and negative outcomes within the field of study",LETRA,M2-S05
8783,32,"Specifically, we address the following research questions: RQ1.",10.1145-2642937.2643019,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
9115,9,"We use the term SRMA for an expressive modular architecture description, composed of semantically different types of modules (e.g., layers, subsystems, components), which are constrained by different types of rules, such as basic dependency constraints, constraints related to layers, naming constraints.",10.1145-2642937.2648624,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
9861,24,"GitHub contributions are already compared to a traditional CV as serving a summary of the developer’s skills and therefore, we stick to the terminology of a “CV”.",10.1145-2970276.2970285,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
10372,41,"To the best of our knowledge, this is the first work to address these two problems of automating test report classification in real industrial crowdsourced testing practice.",10.1145-2970276.2970300,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
10887,13,"For ease of presentation, we will refer to Fragmentation-Induced Compatibility issues as FIC issues.",10.1145-2970276.2970312,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA,M3-S13
10925,51,"To the best of our knowledge, we conducted the first empirical study of FIC issues in real-world Android apps at source code level.",10.1145-2970276.2970312,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
11174,31,"That is, “审查” should be translated as “review” and",10.1145-2970276.2970317,ase,Occupying the niche,Explaining Keywords (also refer to Defining Terms),LETRA-SVM,M3-S13
11659,47,"First, our approach maps the terms in fragments to continuous-valued vectors such that terms used in similar ways in the source code repository map to similar vectors (Sec. 3.1).",10.1145-2970276.2970326,ase,Occupying the niche,Describing the research design and the methods used,LETRA,M3-S09
11779,13,"To the best of our knowledge, these questions have not been systematically and empirically investigated.",10.1145-2970276.2970330,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
11982,14,"To the best of our knowledge, we are the first to investigate service composition that includes human services provided by mobile crowdsourcing.",10.1145-2970276.2970334,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
12183,31,"In this paper, we present a comprehensive methodology for specifying and automatically detecting design flaws in object-oriented programs.",10.1145-2970276.2970338,ase,Occupying the niche,"Stating the focus, aim, purpose or argument of the current research",LETRA,M3-S07
12323,18,"While existing studies leverage n-grams for detecting clone bugs [17], localizing faults [30,57], and code search [20], including some that use the term n-gram models [17, 20], these studies do not leverage n-gram models.",10.1145-2970276.2970341,ase,Establishing the territory,Referring to previous work to establish what is already known,LETRA,M1-S04
12487,46,"To the best of our knowledge and based on recent surveys [14], the paper proposes the first search-based software engineering approach to address the problem of finding relevant code fragments for bug reports.",10.1145-2970276.2970344,ase,Establishing a niche,"Identifying a knowledge gap, a lack of or paucity of previous research in the field of study",LETRA,M2-S06
12604,21,"In an effort to improve this understanding, our paper contains an empirical investigation at Microsoft to answer the following high level research questions.",10.1145-2970276.2970347,ase,Occupying the niche,Setting out the research questions or hypotheses,LETRA,M3-S08
